MP name,Constituency,Office maximum budget available,Reason for budget set,Office spend,Remaining office budget,First part of the Postcode,Staffing maximum budget available,Reason for budget set,Staffing spend,Remaining staffing budget,Start-up maximum budget available,Reason for budget set,Startup spend,Remaining startup budget,Wind-up maximum budget available,Reason for budget set,Windup spend,Remaining windup budget,Subtotal of office running costs,Accommodation maximum budget available,Reason for budget set,Did the MP rent their accommodation from another MP during this financial year?,Accommodation spend,Remaining budget,First part of the Postcode,Travel/subsistence max budget,Travel/subs spend,Other costs maximum budget available,Other spend,Subtotal of other parliamentary costs,Overall total spend for this financial year
"Ian Blackford","Ross, Skye and Lochaber CC","","","£37,157.10","£0.00","","","","£130,884.50","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£168,041.60","","","","£20,540.04","£0.00","","Uncapped","£37,127.44","Uncapped","£0.00","£57,667.48","£225,709.08"
"Ian Lavery","Wansbeck CC","","","£22,733.01","£0.00","","","","£140,076.65","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,809.66","","","","£19,537.79","£0.00","","Uncapped","£9,723.50","Uncapped","£0.00","£29,261.29","£192,070.95"
"Ian Liddell-Grainger","Bridgwater and West Somerset CC","","","£23,399.72","£0.00","","","","£138,226.90","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,626.62","","","","£20,335.10","£0.00","","Uncapped","£8,010.00","Uncapped","£0.00","£28,345.10","£189,971.72"
"Ian Lucas","Wrexham CC","","","£19,180.39","£0.00","","","","£139,846.67","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,027.06","","","","£19,161.70","£0.00","","Uncapped","£8,424.20","Uncapped","£0.00","£27,585.90","£186,612.96"
"Ian Mearns","Gateshead BC","","","£23,475.47","£0.00","","","","£134,655.79","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,131.26","","","","£13,592.27","£0.00","","Uncapped","£7,678.40","Uncapped","£0.00","£21,270.67","£179,401.93"
"Ian Murray","Edinburgh South BC","","","£23,731.92","£0.00","","","","£143,283.78","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£167,015.70","","","","£20,230.40","£0.00","","Uncapped","£12,557.16","Uncapped","£0.00","£32,787.56","£199,803.26"
"Ian Paisley","North Antrim","","","£23,058.09","£0.00","","","","£130,295.74","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,353.83","","","","£24,471.77","£0.00","","Uncapped","£30,286.79","Uncapped","£0.00","£54,758.56","£208,112.39"
"Imran Hussain","Bradford East BC","","","£21,668.01","£0.00","","","","£121,158.89","£0.00","n/a","","£1,898.33","£0.00","n/a","","£0.00","£0.00","£144,725.23","","","","£25,344.10","£0.00","","Uncapped","£8,106.85","Uncapped","£0.00","£33,450.95","£178,176.18"
"Ivan Lewis","Bury South BC","","","£23,371.87","£0.00","","","","£137,996.09","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,367.96","","","","£21,399.76","£0.00","","Uncapped","£8,334.40","Uncapped","£0.00","£29,734.16","£191,102.12"
"Jack Dromey","Birmingham, Erdington BC","","","£22,962.53","£0.00","","","","£139,629.45","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,591.98","","","","£10,107.80","£0.00","","Uncapped","£12,121.80","Uncapped","£0.00","£22,229.60","£184,821.58"
"Jack Lopresti","Filton and Bradley Stoke CC","","","£20,972.20","£0.00","","","","£131,983.67","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,955.87","","","","£18,244.79","£0.00","","Uncapped","£7,683.90","Uncapped","£0.00","£25,928.69","£178,884.56"
"Jackie Doyle-Price","Thurrock BC","","","£21,240.04","£0.00","","","","£122,361.20","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£143,601.24","","","","£0.00","£0.00","","Uncapped","£856.95","Uncapped","£0.00","£856.95","£144,458.19"
"Jacob Rees-Mogg","North East Somerset CC","","","£1,555.60","£0.00","","","","£135,893.48","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£137,449.08","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£137,449.08"
"Jake Berry","Rossendale and Darwen BC","","","£19,995.35","£0.00","","","","£135,265.63","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,260.98","","","","£22,202.92","£0.00","","Uncapped","£14,086.30","Uncapped","£0.00","£36,289.22","£191,550.20"
"James Berry","Kingston and Surbiton BC","","","£22,098.96","£0.00","","","","£148,063.96","£0.00","n/a","","£652.94","£0.00","n/a","","£0.00","£0.00","£170,815.86","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£170,815.86"
"James Brokenshire","Old Bexley and Sidcup BC","","","£8,073.38","£0.00","","","","£134,171.98","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,245.36","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£142,245.36"
"James Cartlidge","South Suffolk CC","","","£14,831.79","£0.00","","","","£126,241.26","£0.00","n/a","","£1,096.02","£0.00","n/a","","£0.00","£0.00","£142,169.07","","","","£12,568.88","£0.00","","Uncapped","£5,164.78","Uncapped","£0.00","£17,733.66","£159,902.73"
"James Cleverly","Braintree CC","","","£19,980.01","£0.00","","","","£141,196.97","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,176.98","","","","£16,661.74","£0.00","","Uncapped","£1,489.05","Uncapped","£0.00","£18,150.79","£179,327.77"
"James Davies","Vale of Clwyd CC","","","£19,675.84","£0.00","","","","£138,640.53","£0.00","n/a","","£3,179.84","£0.00","n/a","","£0.00","£0.00","£161,496.21","","","","£25,501.30","£0.00","","Uncapped","£6,834.15","Uncapped","£506.64","£32,842.09","£194,338.30"
"James Duddridge","Rochford and Southend East CC","","","£23,476.10","£0.00","","","","£119,465.59","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,941.69","","","","£6,772.86","£0.00","","Uncapped","£1,143.55","Uncapped","£0.00","£7,916.41","£150,858.10"
"James Gray","North Wiltshire CC","","","£16,029.27","£0.00","","","","£131,070.38","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£147,099.65","","","","£12,572.40","£0.00","","Uncapped","£9,068.91","Uncapped","£0.00","£21,641.31","£168,740.96"
"James Heappey","Wells CC","","","£23,902.66","£0.00","","","","£130,055.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£153,958.47","","","","£19,678.56","£0.00","","Uncapped","£14,008.73","Uncapped","£0.00","£33,687.29","£187,645.76"
"James Morris","Halesowen and Rowley Regis BC","","","£19,129.90","£0.00","","","","£125,837.19","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£144,967.09","","","","£13,543.47","£0.00","","Uncapped","£3,449.90","Uncapped","£0.00","£16,993.37","£161,960.46"
"James Wharton","Stockton South BC","","","£15,700.39","£0.00","","","","£140,784.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,485.20","","","","£19,662.75","£0.00","","Uncapped","£5,529.77","Uncapped","£0.00","£25,192.52","£181,677.72"
"Jamie Reed","Copeland CC","","","£18,887.30","£0.00","","","","£106,419.74","£0.00","n/a","","£0.00","£0.00","n/a","","£82,461.94","£0.00","£207,768.98","","","","£22,827.62","£0.00","","Uncapped","£12,682.70","Uncapped","£0.00","£35,510.32","£243,279.30"
"Jane Ellison","Battersea BC","","","£18,505.55","£0.00","","","","£142,996.70","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,502.25","","","","£0.00","£0.00","","Uncapped","£371.53","Uncapped","£0.00","£371.53","£161,873.78"
"Jason McCartney","Colne Valley CC","","","£10,763.93","£0.00","","","","£129,009.22","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£139,773.15","","","","£7,919.00","£0.00","","Uncapped","£8,192.60","Uncapped","£0.00","£16,111.60","£155,884.75"
"Jeff Smith","Manchester, Withington BC","","","£22,654.90","£0.00","","","","£129,039.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£151,693.94","","","","£11,450.00","£0.00","","Uncapped","£7,926.49","Uncapped","£0.00","£19,376.49","£171,070.43"
"Jeffrey Donaldson","Lagan Valley","","","£23,439.66","£0.00","","","","£128,725.50","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,165.16","","","","£17,401.65","£0.00","","Uncapped","£26,633.83","Uncapped","£0.00","£44,035.48","£196,200.64"
"Jenny Chapman","Darlington BC","","","£21,633.06","£0.00","","","","£113,751.85","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£135,384.91","","","","£0.00","£0.00","","Uncapped","£8,324.65","Uncapped","£0.00","£8,324.65","£143,709.56"
"Jeremy Corbyn","Islington North BC","","","£20,790.66","£0.00","","","","£147,261.44","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£168,052.10","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£168,052.10"
"Jeremy Hunt","South West Surrey CC","","","£15,071.83","£0.00","","","","£139,276.25","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£154,348.08","","","","£0.00","£0.00","","Uncapped","£2,136.52","Uncapped","£0.00","£2,136.52","£156,484.60"
"Jeremy Lefroy","Stafford CC","","","£18,502.14","£0.00","","","","£141,870.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£160,372.18","","","","£12,300.00","£0.00","","Uncapped","£4,603.95","Uncapped","£0.00","£16,903.95","£177,276.13"
"Jeremy Quin","Horsham CC","","","£19,966.67","£0.00","","","","£138,059.13","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,025.80","","","","£0.00","£0.00","","Uncapped","£110.50","Uncapped","£0.00","£110.50","£158,136.30"
"Jeremy Wright","Kenilworth and Southam CC","","","£14,404.67","£0.00","","","","£111,923.01","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£126,327.68","","","","£20,188.55","£0.00","","Uncapped","£8,347.72","Uncapped","£0.00","£28,536.27","£154,863.95"
"Jess Phillips","Birmingham, Yardley BC","","","£22,262.23","£0.00","","","","£139,738.30","£0.00","n/a","","£476.80","£0.00","n/a","","£0.00","£0.00","£162,477.33","","","","£23,393.61","£0.00","","Uncapped","£4,057.00","Uncapped","£0.00","£27,450.61","£189,927.94"
"Jesse Norman","Hereford and South Herefordshire CC","","","£19,195.89","£0.00","","","","£114,372.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,568.18","","","","£0.00","£0.00","","Uncapped","£202.55","Uncapped","£90.00","£292.55","£133,860.73"
"Jessica Morden","Newport East CC","","","£20,927.29","£0.00","","","","£131,102.97","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,030.26","","","","£10,041.19","£0.00","","Uncapped","£5,392.14","Uncapped","£339.00","£15,772.33","£167,802.59"
"Jim Cunningham","Coventry South BC","","","£9,061.78","£0.00","","","","£116,452.28","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£125,514.06","","","","£18,951.20","£0.00","","Uncapped","£4,967.95","Uncapped","£0.00","£23,919.15","£149,433.21"
"Jim Dobbin","Heywood and Middleton CC","","","£0.00","£0.00","","","","£0.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£0.00","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£0.00"
"Jim Dowd","Lewisham West and Penge BC","","","£25,067.13","£0.00","","","","£121,121.44","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,188.57","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£1,200.00","£1,200.00","£147,388.57"
"Jim Fitzpatrick","Poplar and Limehouse BC","","","£17,589.14","£0.00","","","","£146,125.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£163,714.95","","","","£0.00","£0.00","","Uncapped","£40.00","Uncapped","£0.00","£40.00","£163,754.95"
"Jim McMahon","Oldham West and Royton BC","","","£21,153.02","£0.00","","","","£132,252.58","£0.00","n/a","","£1,613.78","£0.00","n/a","","£0.00","£0.00","£155,019.38","","","","£23,054.56","£0.00","","Uncapped","£9,601.34","Uncapped","£0.00","£32,655.90","£187,675.28"
"Jim Shannon","Strangford","","","£24,756.69","£0.00","","","","£148,659.39","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£173,416.08","","","","£13,883.88","£0.00","","Uncapped","£33,219.16","Uncapped","£0.00","£47,103.04","£220,519.12"
"Jo Churchill","Bury St Edmunds CC","","","£19,190.96","£0.00","","","","£129,691.79","£0.00","n/a","","£1,234.31","£0.00","n/a","","£0.00","£0.00","£150,117.06","","","","£23,851.10","£0.00","","Uncapped","£5,361.15","Uncapped","£0.00","£29,212.25","£179,329.31"
"Jo Cox","Batley and Spen BC","","","£8,909.39","£0.00","","","","£23,573.03","£0.00","n/a","","£1,500.00","£0.00","n/a","","£74,358.65","£0.00","£108,341.07","","","","£3,312.34","£0.00","","Uncapped","£2,623.27","Uncapped","£692.81","£6,628.42","£114,969.49"
"Jo Johnson","Orpington BC","","","£18,461.10","£0.00","","","","£144,141.39","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,602.49","","","","£0.00","£0.00","","Uncapped","£1,179.05","Uncapped","£0.00","£1,179.05","£163,781.54"
"Jo Stevens","Cardiff Central BC","","","£21,978.57","£0.00","","","","£137,768.08","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,746.65","","","","£2,093.73","£0.00","","Uncapped","£7,846.95","Uncapped","£0.00","£9,940.68","£169,687.33"
"Joan Ryan","Enfield North BC","","","£24,787.47","£0.00","","","","£148,286.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£173,073.51","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£173,073.51"
"Joanna Cherry","Edinburgh South West BC","","","£23,450.00","£0.00","","","","£146,279.56","£0.00","n/a","","£793.28","£0.00","n/a","","£0.00","£0.00","£170,522.84","","","","£17,134.40","£0.00","","Uncapped","£33,028.15","Uncapped","£0.00","£50,162.55","£220,685.39"
"John Baron","Basildon and Billericay BC","","","£21,740.49","£0.00","","","","£139,919.40","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,659.89","","","","£0.00","£0.00","","Uncapped","£220.90","Uncapped","£0.00","£220.90","£161,880.79"
"John Bercow","Buckingham CC","","","£6,943.13","£0.00","","","","£84,315.11","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£91,258.24","","","","£0.00","£0.00","","Uncapped","£872.45","Uncapped","£0.00","£872.45","£92,130.69"
"John Cryer","Leyton and Wanstead BC","","","£25,171.35","£0.00","","","","£151,784.84","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£176,956.19","","","","£0.00","£0.00","","Uncapped","£80.90","Uncapped","£0.00","£80.90","£177,037.09"
"John Glen","Salisbury CC","","","£20,236.06","£0.00","","","","£138,840.01","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,076.07","","","","£21,038.33","£0.00","","Uncapped","£4,604.90","Uncapped","£0.00","£25,643.23","£184,719.30"
"John Hayes","South Holland and The Deepings CC","","","£16,716.30","£0.00","","","","£139,835.29","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£156,551.59","","","","£25,834.57","£0.00","","Uncapped","£9,877.55","Uncapped","£0.00","£35,712.12","£192,263.71"
"John Healey","Wentworth and Dearne CC","","","£23,377.91","£0.00","","","","£156,513.53","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£179,891.44","","","","£20,502.68","£0.00","","Uncapped","£14,467.30","Uncapped","£0.00","£34,969.98","£214,861.42"
"John Howell","Henley CC","","","£5,317.72","£0.00","","","","£136,319.21","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£141,636.93","","","","£17,772.28","£0.00","","Uncapped","£1,102.37","Uncapped","£0.00","£18,874.65","£160,511.58"
"John Mann","Bassetlaw CC","","","£23,235.02","£0.00","","","","£140,184.61","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£163,419.63","","","","£10,928.91","£0.00","","Uncapped","£8,984.19","Uncapped","£0.00","£19,913.10","£183,332.73"
"John McDonnell","Hayes and Harlington BC","","","£18,090.87","£0.00","","","","£144,604.41","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,695.28","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£162,695.28"
"John McNally","Falkirk CC","","","£23,097.73","£0.00","","","","£141,436.27","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£164,534.00","","","","£20,068.57","£0.00","","Uncapped","£17,085.93","Uncapped","£0.00","£37,154.50","£201,688.50"
"John Nicolson","East Dunbartonshire CC","","","£21,187.02","£0.00","","","","£141,112.06","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£162,299.08","","","","£4,703.22","£0.00","","Uncapped","£20,209.67","Uncapped","£0.00","£24,912.89","£187,211.97"
"John Penrose","Weston-Super-Mare CC","","","£16,309.96","£0.00","","","","£142,853.69","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£159,163.65","","","","£0.00","£0.00","","Uncapped","£6,173.85","Uncapped","£0.00","£6,173.85","£165,337.50"
"John Pugh","Southport BC","","","£19,899.33","£0.00","","","","£118,912.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,811.37","","","","£19,909.28","£0.00","","Uncapped","£4,096.35","Uncapped","£0.00","£24,005.63","£162,817.00"
"John Redwood","Wokingham CC","","","£3,344.98","£0.00","","","","£86,265.74","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£89,610.72","","","","£5,585.30","£0.00","","Uncapped","£934.60","Uncapped","£0.00","£6,519.90","£96,130.62"
"John Spellar","Warley BC","","","£16,100.12","£0.00","","","","£130,183.68","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,283.80","","","","£1,843.21","£0.00","","Uncapped","£4,320.22","Uncapped","£0.00","£6,163.43","£152,447.23"
"John Stevenson","Carlisle CC","","","£22,420.90","£0.00","","","","£126,035.27","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£148,456.17","","","","£13,600.00","£0.00","","Uncapped","£14,198.80","Uncapped","£0.00","£27,798.80","£176,254.97"
"John Whittingdale","Maldon CC","","","£9,681.40","£0.00","","","","£105,067.18","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£114,748.58","","","","£20,600.04","£0.00","","Uncapped","£4,343.75","Uncapped","£0.00","£24,943.79","£139,692.37"
"John Woodcock","Barrow and Furness CC","","","£22,640.86","£0.00","","","","£138,912.49","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,553.35","","","","£14,599.82","£0.00","","Uncapped","£14,522.94","Uncapped","£0.00","£29,122.76","£190,676.11"
"Johnny Mercer","Plymouth, Moor View BC","","","£22,660.20","£0.00","","","","£141,511.81","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£164,172.01","","","","£13,871.13","£0.00","","Uncapped","£19,942.28","Uncapped","£0.00","£33,813.41","£197,985.42"
"Jon Cruddas","Dagenham and Rainham BC","","","£22,265.90","£0.00","","","","£148,126.77","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£170,392.67","","","","£0.00","£0.00","","Uncapped","£241.00","Uncapped","£0.00","£241.00","£170,633.67"
"Jon Trickett","Hemsworth CC","","","£17,309.11","£0.00","","","","£121,187.46","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£138,496.57","","","","£21,565.00","£0.00","","Uncapped","£5,391.30","Uncapped","£0.00","£26,956.30","£165,452.87"
"Jonathan Ashworth","Leicester South BC","","","£19,646.68","£0.00","","","","£139,215.04","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£158,861.72","","","","£23,790.15","£0.00","","Uncapped","£7,410.90","Uncapped","£0.00","£31,201.05","£190,062.77"
"Jonathan Djanogly","Huntingdon CC","","","£23,296.99","£0.00","","","","£123,081.16","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,378.15","","","","£0.00","£0.00","","Uncapped","£5,485.77","Uncapped","£0.00","£5,485.77","£151,863.92"
"Jonathan Edwards","Carmarthen East and Dinefwr CC","","","£17,762.41","£0.00","","","","£129,149.79","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£146,912.20","","","","£13,304.45","£0.00","","Uncapped","£5,972.93","Uncapped","£0.00","£19,277.38","£166,189.58"
"Jonathan Lord","Woking CC","","","£21,432.02","£0.00","","","","£140,420.09","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,852.11","","","","£0.00","£0.00","","Uncapped","£976.35","Uncapped","£0.00","£976.35","£162,828.46"
"Jonathan Reynolds","Stalybridge and Hyde CC","","","£14,053.83","£0.00","","","","£128,051.92","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,105.75","","","","£25,008.34","£0.00","","Uncapped","£11,062.08","Uncapped","£220.00","£36,290.42","£178,396.17"
"Judith Cummins","Bradford South BC","","","£19,649.66","£0.00","","","","£128,107.17","£0.00","n/a","","£712.30","£0.00","n/a","","£0.00","£0.00","£148,469.13","","","","£23,635.31","£0.00","","Uncapped","£9,779.14","Uncapped","£0.00","£33,414.45","£181,883.58"
"Julian Brazier","Canterbury CC","","","£6,920.91","£0.00","","","","£116,013.10","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,934.01","","","","£8,683.00","£0.00","","Uncapped","£4,055.94","Uncapped","£475.00","£13,213.94","£136,147.95"
"Julian Knight","Solihull BC","","","£17,022.76","£0.00","","","","£128,466.96","£0.00","n/a","","£1,456.00","£0.00","n/a","","£0.00","£0.00","£146,945.72","","","","£14,620.55","£0.00","","Uncapped","£5,406.40","Uncapped","£10,388.30","£30,415.25","£177,360.97"
"Julian Lewis","New Forest East CC","","","£10,975.31","£0.00","","","","£105,526.02","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£116,501.33","","","","£8,562.48","£0.00","","Uncapped","£2,649.41","Uncapped","£0.00","£11,211.89","£127,713.22"
"Julian Smith","Skipton and Ripon CC","","","£14,299.02","£0.00","","","","£134,236.11","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£148,535.13","","","","£1,255.35","£0.00","","Uncapped","£10,287.01","Uncapped","£0.00","£11,542.36","£160,077.49"
"Julian Sturdy","York Outer CC","","","£13,574.14","£0.00","","","","£120,350.87","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£133,925.01","","","","£10,650.00","£0.00","","Uncapped","£10,480.80","Uncapped","£0.00","£21,130.80","£155,055.81"
"Julie Cooper","Burnley BC","","","£24,116.73","£0.00","","","","£133,483.18","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,599.91","","","","£20,600.76","£0.00","","Uncapped","£8,006.33","Uncapped","£0.00","£28,607.09","£186,207.00"
"Julie Elliott","Sunderland Central BC","","","£23,031.15","£0.00","","","","£134,732.35","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£157,763.50","","","","£19,558.93","£0.00","","Uncapped","£7,754.42","Uncapped","£0.00","£27,313.35","£185,076.85"
"Justin Madders","Ellesmere Port and Neston CC","","","£17,327.30","£0.00","","","","£131,233.32","£0.00","n/a","","£132.52","£0.00","n/a","","£0.00","£0.00","£148,693.14","","","","£19,568.02","£0.00","","Uncapped","£6,400.77","Uncapped","£0.00","£25,968.79","£174,661.93"
"Justin Tomlinson","North Swindon CC","","","£17,491.57","£0.00","","","","£122,784.03","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,275.60","","","","£18,571.07","£0.00","","Uncapped","£2,851.00","Uncapped","£195.00","£21,617.07","£161,892.67"
"Justine Greening","Putney BC","","","£19,101.29","£0.00","","","","£136,475.92","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£155,577.21","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£155,577.21"
"Karen Bradley","Staffordshire Moorlands CC","","","£14,966.73","£0.00","","","","£125,362.25","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£140,328.98","","","","£25,460.00","£0.00","","Uncapped","£9,110.82","Uncapped","£540.00","£35,110.82","£175,439.80"
"Karen Buck","Westminster North BC","","","£25,221.01","£0.00","","","","£154,758.94","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£179,979.95","","","","£0.00","£0.00","","Uncapped","£685.00","Uncapped","£0.00","£685.00","£180,664.95"
"Karen Lumley","Redditch CC","","","£18,245.44","£0.00","","","","£104,673.03","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£122,918.47","","","","£19,961.53","£0.00","","Uncapped","£5,968.64","Uncapped","£194.47","£26,124.64","£149,043.11"
"Karin Smyth","Bristol South BC","","","£15,542.11","£0.00","","","","£140,397.60","£0.00","n/a","","£2,244.95","£0.00","n/a","","£0.00","£0.00","£158,184.66","","","","£20,657.77","£0.00","","Uncapped","£7,000.81","Uncapped","£0.00","£27,658.58","£185,843.24"
"Karl McCartney","Lincoln BC","","","£3,355.05","£0.00","","","","£147,584.89","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£150,939.94","","","","£21,600.00","£0.00","","Uncapped","£13,448.20","Uncapped","£0.00","£35,048.20","£185,988.14"
"Karl Turner","Kingston upon Hull East BC","","","£16,767.88","£0.00","","","","£110,305.38","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£127,073.26","","","","£18,467.76","£0.00","","Uncapped","£9,227.05","Uncapped","£0.00","£27,694.81","£154,768.07"
"Kate Green","Stretford and Urmston BC","","","£17,027.97","£0.00","","","","£125,257.66","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£142,285.63","","","","£0.00","£0.00","","Uncapped","£8,580.14","Uncapped","£0.00","£8,580.14","£150,865.77"
"Kate Hoey","Vauxhall BC","","","£3,812.24","£0.00","","","","£148,975.69","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£152,787.93","","","","£0.00","£0.00","","Uncapped","£231.23","Uncapped","£0.00","£231.23","£153,019.16"
"Kate Hollern","Blackburn BC","","","£20,855.09","£0.00","","","","£140,348.00","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£161,203.09","","","","£20,788.16","£0.00","","Uncapped","£10,933.54","Uncapped","£0.00","£31,721.70","£192,924.79"
"Kate Osamor","Edmonton BC","","","£26,909.49","£0.00","","","","£143,345.18","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£170,254.67","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£170,254.67"
"Keir Starmer","Holborn and St Pancras BC","","","£15,728.25","£0.00","","","","£139,177.83","£0.00","n/a","","£1,974.64","£0.00","n/a","","£0.00","£0.00","£156,880.72","","","","£0.00","£0.00","","Uncapped","£0.00","Uncapped","£0.00","£0.00","£156,880.72"
"Keith Simpson","Broadland CC","","","£11,243.18","£0.00","","","","£91,653.55","£0.00","n/a","","£0.00","£0.00","n/a","","£0.00","£0.00","£102,896.73","","","","£20,593.92","£0.00","","Uncapped","£4,910.50","Uncapped","£0.00","£25,504.42","£128,401.15"
